Gestion;2014;;;;;;;;;;;;;;;;;;;
Type budget;Budget général;;;;;;;;;;;;;;;;;;;
;;;;;Données;;;;;;;;;;;;;;;
Égalité des territoires, logement et ville;177;11;;Culture de l'innovation et de l'entrepreneuriat;59 144 229;55 075 000;0;55 075 000;59 144 229;55 075 000;0;55 075 000;;;;;;;;
Égalité des territoires, logement et ville;177;12;;Culture de l'innovation et de l'entrepreneuriat;1 131 260 775;1 242 313 921;0;1 242 313 921;1 131 260 775;1 242 313 921;0;1 242 313 921;;;;;;;;
Égalité des territoires, logement et ville;177;14;;Culture de l'innovation et de l'entrepreneuriat;14 583 610;15 879 500;0;15 879 500;14 583 610;15 879 500;0;15 879 500;;;;;;;;
Égalité des territoires, logement et ville;337;01;;Culture de l'innovation et de l'entrepreneuriat;701 605 071;689 341 454;0;689 341 454;701 605 071;689 341 454;0;689 341 454;;;;;;;;
Égalité des territoires, logement et ville;337;02;;Culture de l'innovation et de l'entrepreneuriat;114 525 945;115 239 569;0;115 239 569;114 525 945;115 239 569;0;115 239 569;;;;;;;;
Engagements financiers de l'État;114;01;;Culture de l'innovation et de l'entrepreneuriat;1 500 000;1 500 000;0;1 500 000;1 500 000;1 500 000;0;1 500 000;;;;;;;;
Engagements financiers de l'État;114;02;;Culture de l'innovation et de l'entrepreneuriat;7 200 000;8 500 000;0;8 500 000;7 200 000;8 500 000;0;8 500 000;;;;;;;;
Engagements financiers de l'État;114;03;;Culture de l'innovation et de l'entrepreneuriat;10 000 000;10 000 000;0;10 000 000;10 000 000;10 000 000;0;10 000 000;;;;;;;;
Engagements financiers de l'État;114;04;;Culture de l'innovation et de l'entrepreneuriat;137 600 000;138 200 000;0;138 200 000;137 600 000;138 200 000;0;138 200 000;;;;;;;;
Engagements financiers de l'État;114;04;01;Assurance-crédit;0;0;0;0;0;0;0;0;;;;;;;;
Engagements financiers de l'État;114;04;02;Assurance-prospection;99 000 000;110 000 000;0;110 000 000;99 000 000;110 000 000;0;110 000 000;;;;;;;;
Engagements financiers de l'État;114;04;03;Garantie de change;4 000 000;4 000 000;0;4 000 000;4 000 000;4 000 000;0;4 000 000;;;;;;;;
Engagements financiers de l'État;114;04;04;Garantie du risque économique;4 600 000;4 200 000;0;4 200 000;4 600 000;4 200 000;0;4 200 000;;;;;;;;
Engagements financiers de l'État;114;04;05;Garanties de taux d'intérêt Natixis;0;0;0;0;0;0;0;0;;;;;;;;
Engagements financiers de l'État;114;04;06;Garantie du risque exportateur;30 000 000;20 000 000;0;20 000 000;30 000 000;20 000 000;0;20 000 000;;;;;;;;
Engagements financiers de l'État;114;05;;Garantie du risque exportateur;51 600 000;50 200 000;0;50 200 000;51 600 000;50 200 000;0;50 200 000;;;;;;;;
Engagements financiers de l'État;117;01;;Garantie du risque exportateur;45 939 000 000;45 740 000 000;0;45 740 000 000;45 939 000 000;45 740 000 000;0;45 740 000 000;;;;;;;;
Engagements financiers de l'État;117;03;;Garantie du risque exportateur;956 000 000;914 000 000;0;914 000 000;956 000 000;914 000 000;0;914 000 000;;;;;;;;
Engagements financiers de l'État;145;01;;Garantie du risque exportateur;721 229 893;565 839 591;0;565 839 591;721 096 893;565 972 591;0;565 972 591;;;;;;;;
Engagements financiers de l'État;145;02;;Garantie du risque exportateur;3 494 065;3 100 000;0;3 100 000;3 494 065;3 100 000;0;3 100 000;;;;;;;;
Engagements financiers de l'État;168;01;;Garantie du risque exportateur;181 000 000;171 000 000;0;171 000 000;181 000 000;171 000 000;0;171 000 000;;;;;;;;
Engagements financiers de l'État;336;01;;Garantie du risque exportateur;0;0;0;0;6 523 488 000;3 261 744 000;0;3 261 744 000;;;;;;;;
Engagements financiers de l'État;338;01;;Garantie du risque exportateur;1 617 003 000;0;0;0;1 617 003 000;0;0;0;;;;;;;;
Enseignement scolaire;139;01;;Garantie du risque exportateur;442 311 684;444 551 721;0;444 551 721;442 311 684;444 551 721;0;444 551 721;;;;;;;;
Enseignement scolaire;139;02;;Garantie du risque exportateur;1 167 122 732;1 173 325 035;0;1 173 325 035;1 167 122 732;1 173 325 035;0;1 173 325 035;;;;;;;;
Enseignement scolaire;139;03;;Garantie du risque exportateur;1 871 237 369;1 881 449 770;0;1 881 449 770;1 871 237 369;1 881 449 770;0;1 881 449 770;;;;;;;;
Enseignement scolaire;139;04;;Garantie du risque exportateur;1 199 004 197;1 205 512 523;0;1 205 512 523;1 199 004 197;1 205 512 523;0;1 205 512 523;;;;;;;;
Enseignement scolaire;139;05;;Garantie du risque exportateur;758 503 784;762 782 735;0;762 782 735;758 503 784;762 782 735;0;762 782 735;;;;;;;;
Enseignement scolaire;139;06;;Garantie du risque exportateur;258 868 833;260 536 460;0;260 536 460;258 868 833;260 536 460;0;260 536 460;;;;;;;;
Enseignement scolaire;139;07;;Garantie du risque exportateur;149 649 116;150 613 151;0;150 613 151;149 649 116;150 613 151;0;150 613 151;;;;;;;;
Enseignement scolaire;139;08;;Garantie du risque exportateur;66 535 517;63 664 651;0;63 664 651;66 535 517;63 664 651;0;63 664 651;;;;;;;;
Enseignement scolaire;139;09;;Garantie du risque exportateur;643 699 122;637 082 139;0;637 082 139;643 699 122;637 082 139;0;637 082 139;;;;;;;;
Enseignement scolaire;139;10;;Garantie du risque exportateur;66 498 880;87 228 331;0;87 228 331;66 498 880;87 228 331;0;87 228 331;;;;;;;;
Enseignement scolaire;139;11;;Garantie du risque exportateur;167 148 407;168 225 173;0;168 225 173;167 148 407;168 225 173;0;168 225 173;;;;;;;;
Enseignement scolaire;139;12;;Garantie du risque exportateur;291 031 354;274 858 100;0;274 858 100;291 031 354;274 858 100;0;274 858 100;;;;;;;;
Enseignement scolaire;140;01;;Garantie du risque exportateur;4 860 944 115;4 931 801 789;0;4 931 801 789;4 860 944 115;4 931 801 789;0;4 931 801 789;;;;;;;;
Enseignement scolaire;140;02;;Garantie du risque exportateur;9 291 111 372;9 425 905 392;0;9 425 905 392;9 291 111 372;9 425 905 392;0;9 425 905 392;;;;;;;;
Enseignement scolaire;140;03;;Garantie du risque exportateur;1 707 621 253;1 731 926 076;0;1 731 926 076;1 707 621 253;1 731 926 076;0;1 731 926 076;;;;;;;;
Enseignement scolaire;140;04;;Garantie du risque exportateur;322 190 447;464 536 231;0;464 536 231;322 190 447;464 536 231;0;464 536 231;;;;;;;;
Enseignement scolaire;140;05;;Garantie du risque exportateur;1 587 549 009;1 610 075 895;0;1 610 075 895;1 587 549 009;1 610 075 895;0;1 610 075 895;;;;;;;;
Enseignement scolaire;140;06;;Garantie du risque exportateur;1 018 195 495;1 033 903 951;0;1 033 903 951;1 018 195 495;1 033 903 951;0;1 033 903 951;;;;;;;;
Enseignement scolaire;140;07;;Garantie du risque exportateur;75 239 290;76 397 433;0;76 397 433;75 239 290;76 397 433;0;76 397 433;;;;;;;;
Enseignement scolaire;141;01;;Garantie du risque exportateur;10 938 495 261;10 891 829 126;0;10 891 829 126;10 938 495 261;10 891 829 126;0;10 891 829 126;;;;;;;;
Enseignement scolaire;141;02;;Garantie du risque exportateur;6 874 799 749;6 859 704 614;0;6 859 704 614;6 874 799 749;6 859 704 614;0;6 859 704 614;;;;;;;;
Enseignement scolaire;141;03;;Garantie du risque exportateur;4 183 591 985;4 173 348 983;0;4 173 348 983;4 183 591 985;4 173 348 983;0;4 173 348 983;;;;;;;;
Enseignement scolaire;141;04;;Garantie du risque exportateur;7 936 800;7 187 205;0;7 187 205;7 936 800;7 187 205;0;7 187 205;;;;;;;;
Enseignement scolaire;141;05;;Garantie du risque exportateur;2 013 438 435;2 007 100 774;0;2 007 100 774;2 013 438 435;2 007 100 774;0;2 007 100 774;;;;;;;;
Enseignement scolaire;141;06;;Garantie du risque exportateur;1 161 202 559;1 159 378 442;0;1 159 378 442;1 161 202 559;1 159 378 442;0;1 159 378 442;;;;;;;;
Enseignement scolaire;141;07;;Garantie du risque exportateur;54 052 415;53 979 615;0;53 979 615;54 052 415;53 979 615;0;53 979 615;;;;;;;;
Enseignement scolaire;141;08;;Garantie du risque exportateur;303 530 229;303 139 651;0;303 139 651;303 530 229;303 139 651;0;303 139 651;;;;;;;;
Enseignement scolaire;141;09;;Garantie du risque exportateur;118 683 274;117 465 870;0;117 465 870;118 683 274;117 465 870;0;117 465 870;;;;;;;;
Enseignement scolaire;141;10;;Garantie du risque exportateur;142 453 790;322 175 044;0;322 175 044;142 453 790;322 175 044;0;322 175 044;;;;;;;;
Enseignement scolaire;141;11;;Garantie du risque exportateur;1 391 154 239;1 389 233 745;0;1 389 233 745;1 391 154 239;1 389 233 745;0;1 389 233 745;;;;;;;;
Enseignement scolaire;141;12;;Garantie du risque exportateur;3 157 999 013;3 152 719 555;0;3 152 719 555;3 157 999 013;3 152 719 555;0;3 152 719 555;;;;;;;;
Enseignement scolaire;141;13;;Garantie du risque exportateur;54 436 470;54 361 319;0;54 361 319;54 436 470;54 361 319;0;54 361 319;;;;;;;;
Enseignement scolaire;143;01;;Garantie du risque exportateur;674 517 986;683 006 219;0;683 006 219;674 517 986;683 006 219;0;683 006 219;;;;;;;;
Enseignement scolaire;143;02;;Garantie du risque exportateur;558 060 507;566 627 573;0;566 627 573;558 060 507;566 627 573;0;566 627 573;;;;;;;;
Enseignement scolaire;143;03;;Garantie du risque exportateur;82 793 602;85 664 591;0;85 664 591;82 793 602;85 664 591;0;85 664 591;;;;;;;;
Enseignement scolaire;143;04;;Garantie du risque exportateur;3 655 825;3 681 707;0;3 681 707;3 655 825;3 681 707;0;3 681 707;;;;;;;;
Enseignement scolaire;143;05;;Garantie du risque exportateur;5 561 425;5 591 175;0;5 591 175;5 561 425;5 591 175;0;5 591 175;;;;;;;;
Enseignement scolaire;214;01;;Garantie du risque exportateur;372 864 944;382 639 897;0;382 639 897;372 864 944;382 639 897;0;382 639 897;;;;;;;;
Enseignement scolaire;214;02;;Garantie du risque exportateur;75 992 219;77 801 475;0;77 801 475;75 992 219;77 801 475;0;77 801 475;;;;;;;;
Enseignement scolaire;214;03;;Garantie du risque exportateur;13 919 300;14 027 946;0;14 027 946;13 919 300;14 027 946;0;14 027 946;;;;;;;;
Enseignement scolaire;214;04;;Garantie du risque exportateur;16 027 626;16 144 914;0;16 144 914;16 027 626;16 144 914;0;16 144 914;;;;;;;;
Enseignement scolaire;214;05;;Garantie du risque exportateur;15 748 334;15 433 348;0;15 433 348;15 748 334;15 433 348;0;15 433 348;;;;;;;;
Enseignement scolaire;214;06;;Garantie du risque exportateur;639 088 169;665 041 630;0;665 041 630;638 392 771;664 346 232;0;664 346 232;;;;;;;;
Enseignement scolaire;214;07;;Garantie du risque exportateur;202 967 119;203 846 409;0;203 846 409;202 967 119;203 846 409;0;203 846 409;;;;;;;;
Enseignement scolaire;214;08;;Garantie du risque exportateur;704 811 295;744 166 839;0;744 166 839;617 287 129;639 316 839;0;639 316 839;;;;;;;;
Enseignement scolaire;214;09;;Garantie du risque exportateur;191 549 753;194 880 586;0;194 880 586;191 549 753;194 880 586;0;194 880 586;;;;;;;;
Enseignement scolaire;214;10;;Garantie du risque exportateur;3 822 845;3 322 845;0;3 322 845;3 822 845;3 322 845;0;3 322 845;;;;;;;;
Enseignement scolaire;230;01;;Garantie du risque exportateur;2 295 870 224;2 318 070 284;0;2 318 070 284;2 295 870 224;2 318 070 284;0;2 318 070 284;;;;;;;;
Enseignement scolaire;230;02;;Garantie du risque exportateur;454 573 013;460 744 224;0;460 744 224;454 573 013;460 744 224;0;460 744 224;;;;;;;;
Enseignement scolaire;230;03;;Garantie du risque exportateur;578 899 288;709 034 028;0;709 034 028;578 899 288;709 034 028;0;709 034 028;;;;;;;;
Enseignement scolaire;230;04;;Garantie du risque exportateur;722 201 873;720 016 820;0;720 016 820;722 201 873;720 016 820;0;720 016 820;;;;;;;;
Enseignement scolaire;230;05;;Garantie du risque exportateur;52 787 100;53 449 343;0;53 449 343;52 787 100;53 449 343;0;53 449 343;;;;;;;;
Enseignement scolaire;230;06;;Garantie du risque exportateur;61 233 651;141 545 728;0;141 545 728;78 543 651;74 505 728;0;74 505 728;;;;;;;;
Enseignement scolaire;408;01;;Garantie du risque exportateur;0;150 000 000;0;150 000 000;0;150 000 000;0;150 000 000;;;;;;;;
Gestion des finances publiques et des ressources humaines;148;01;;Garantie du risque exportateur;78 678 749;81 016 987;0;81 016 987;78 678 749;81 016 987;0;81 016 987;;;;;;;;
Gestion des finances publiques et des ressources humaines;148;02;;Garantie du risque exportateur;134 513 445;119 832 472;0;119 832 472;138 379 234;125 273 278;0;125 273 278;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;01;;Garantie du risque exportateur;100 940 175;101 533 639;0;101 533 639;100 940 175;101 533 639;0;101 533 639;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;02;;Garantie du risque exportateur;1 801 492 227;1 759 929 832;0;1 759 929 832;1 802 472 227;1 761 599 832;0;1 761 599 832;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;03;;Garantie du risque exportateur;2 292 995 372;2 305 142 609;0;2 305 142 609;2 294 365 372;2 308 782 609;0;2 308 782 609;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;05;;Garantie du risque exportateur;771 245 704;744 717 305;0;744 717 305;770 835 704;747 777 305;0;747 777 305;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;06;;Garantie du risque exportateur;68 882 443;67 562 137;0;67 562 137;68 692 443;67 572 137;0;67 572 137;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;07;;Garantie du risque exportateur;1 392 912 614;1 382 737 896;0;1 382 737 896;1 395 492 614;1 376 627 896;0;1 376 627 896;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;08;;Garantie du risque exportateur;70 100 620;67 564 855;0;67 564 855;70 100 620;67 564 855;0;67 564 855;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;09;;Garantie du risque exportateur;2 051 952 400;2 136 979 598;0;2 136 979 598;2 011 012 849;1 930 174 598;0;1 930 174 598;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;09;01;Soutien COPERNIC;16 571 035;0;0;0;16 571 035;0;0;0;;;;;;;;
Gestion des finances publiques et des ressources humaines;156;09;02;Soutien autre que COPERNIC;2 035 381 365;2 136 979 598;0;2 136 979 598;1 994 441 814;1 930 174 598;0;1 930 174 598;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;01;;Soutien autre que COPERNIC;346 887 570;346 436 198;0;346 436 198;346 883 367;346 416 198;0;346 416 198;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;02;;Soutien autre que COPERNIC;66 745 095;65 256 798;0;65 256 798;67 751 208;65 256 798;0;65 256 798;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;03;;Soutien autre que COPERNIC;15 309 875;15 424 934;0;15 424 934;15 109 875;15 114 734;0;15 114 734;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;04;;Soutien autre que COPERNIC;20 887 424;20 371 035;0;20 371 035;20 887 424;20 031 038;0;20 031 038;;;;;;;;
Gestion des finances publiques et des ressources humaines;218;05;;Soutien autre que COPERNIC;443 196 393;435 903 032;0;435 903 032;432 374 993;437 716 793;0;437 716 793;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;02;;Soutien autre que COPERNIC;36 937 074;36 406 096;0;36 406 096;36 937 074;36 406 096;0;36 406 096;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;04;;Soutien autre que COPERNIC;0;0;0;0;0;0;0;0;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;05;;Soutien autre que COPERNIC;84 814 152;94 240 390;0;94 240 390;81 103 801;89 715 390;0;89 715 390;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;06;;Soutien autre que COPERNIC;62 716 908;77 736 769;0;77 736 769;67 956 671;81 312 842;0;81 312 842;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;07;;Soutien autre que COPERNIC;12 917 193;12 737 822;0;12 737 822;12 917 193;12 737 822;0;12 737 822;;;;;;;;
Gestion des finances publiques et des ressources humaines;221;08;;Soutien autre que COPERNIC;9 772 293;9 650 861;0;9 650 861;10 472 293;10 389 228;0;10 389 228;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;01;;Soutien autre que COPERNIC;450 493 833;452 157 527;0;452 157 527;452 493 833;450 957 527;0;450 957 527;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;03;;Soutien autre que COPERNIC;195 268 843;217 279 213;0;217 279 213;187 004 015;194 790 069;0;194 790 069;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;04;;Soutien autre que COPERNIC;246 498 407;244 810 807;0;244 810 807;246 498 407;245 170 807;0;245 170 807;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;05;;Soutien autre que COPERNIC;420 866 540;417 727 248;0;417 727 248;420 866 540;417 567 248;0;417 567 248;;;;;;;;
Gestion des finances publiques et des ressources humaines;302;06;;Soutien autre que COPERNIC;289 355 692;300 633 022;0;300 633 022;290 220 520;288 863 322;0;288 863 322;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;02;;Soutien autre que COPERNIC;20 500 000;6 588 235;0;6 588 235;20 500 000;7 000 000;0;7 000 000;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;03;;Soutien autre que COPERNIC;2 050 000;1 882 353;0;1 882 353;2 050 000;2 000 000;0;2 000 000;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;04;;Soutien autre que COPERNIC;35 750 000;32 000 000;0;32 000 000;30 750 000;34 000 000;0;34 000 000;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;05;;Soutien autre que COPERNIC;25 500 000;23 529 412;0;23 529 412;20 500 000;25 000 000;0;25 000 000;;;;;;;;
Gestion des finances publiques et des ressources humaines;309;06;;Soutien autre que COPERNIC;130 330 000;96 000 000;0;96 000 000;130 330 000;102 000 000;0;102 000 000;;;;;;;;
Immigration, asile et intégration;104;11;;Soutien autre que COPERNIC;11 610 000;11 170 000;0;11 170 000;11 610 000;11 170 000;0;11 170 000;;;;;;;;
Immigration, asile et intégration;104;12;;Soutien autre que COPERNIC;38 576 000;34 950 000;0;34 950 000;38 576 000;34 950 000;0;34 950 000;;;;;;;;
Immigration, asile et intégration;104;14;;Soutien autre que COPERNIC;1 136 500;1 256 500;0;1 256 500;1 700 000;1 820 000;0;1 820 000;;;;;;;;
Immigration, asile et intégration;104;15;;Soutien autre que COPERNIC;14 300 000;14 360 000;0;14 360 000;14 300 000;14 360 000;0;14 360 000;;;;;;;;
Immigration, asile et intégration;303;01;;Soutien autre que COPERNIC;1 547 500;1 490 000;0;1 490 000;1 547 500;1 490 000;0;1 490 000;;;;;;;;
Immigration, asile et intégration;303;02;;Soutien autre que COPERNIC;501 140 000;503 730 000;0;503 730 000;501 140 000;503 730 000;0;503 730 000;;;;;;;;
Immigration, asile et intégration;303;03;;Soutien autre que COPERNIC;69 260 000;63 410 000;0;63 410 000;75 754 000;73 411 000;0;73 411 000;;;;;;;;
Immigration, asile et intégration;303;04;;Soutien autre que COPERNIC;24 726 000;23 170 000;0;23 170 000;26 032 000;23 969 000;0;23 969 000;;;;;;;;
Justice;101;01;;Soutien autre que COPERNIC;318 195 654;347 200 000;0;347 200 000;318 195 654;347 200 000;0;347 200 000;;;;;;;;
Justice;101;02;;Soutien autre que COPERNIC;5 370 000;5 355 000;0;5 355 000;5 370 000;5 355 000;0;5 355 000;;;;;;;;
Justice;101;03;;Soutien autre que COPERNIC;12 856 200;13 695 000;0;13 695 000;12 856 200;13 695 000;0;13 695 000;;;;;;;;
Justice;101;04;;Soutien autre que COPERNIC;3 250 750;3 245 000;0;3 245 000;3 250 750;3 245 000;0;3 245 000;;;;;;;;
Justice;107;01;;Soutien autre que COPERNIC;1 878 254 380;1 764 280 312;0;1 764 280 312;1 946 354 380;1 954 990 312;0;1 954 990 312;;;;;;;;
Justice;107;02;;Soutien autre que COPERNIC;750 700 574;821 819 044;0;821 819 044;992 800 574;1 025 219 044;0;1 025 219 044;;;;;;;;
Justice;107;04;;Soutien autre que COPERNIC;255 404 029;263 702 691;0;263 702 691;253 376 005;256 723 403;0;256 723 403;;;;;;;;
Justice;166;01;;Soutien autre que COPERNIC;952 850 217;950 837 158;0;950 837 158;952 863 075;950 837 158;0;950 837 158;;;;;;;;
Justice;166;02;;Soutien autre que COPERNIC;1 007 316 139;1 004 361 026;0;1 004 361 026;1 007 370 754;1 004 361 026;0;1 004 361 026;;;;;;;;
Justice;166;03;;Soutien autre que COPERNIC;58 501 960;58 508 164;0;58 508 164;58 501 960;58 508 164;0;58 508 164;;;;;;;;
Justice;166;05;;Soutien autre que COPERNIC;14 016 320;12 221 089;0;12 221 089;14 016 320;12 221 089;0;12 221 089;;;;;;;;
Justice;166;06;;Soutien autre que COPERNIC;860 026 088;1 020 770 461;0;1 020 770 461;920 258 615;948 972 108;0;948 972 108;;;;;;;;
Justice;166;07;;Soutien autre que COPERNIC;82 127 072;111 587 101;0;111 587 101;82 127 072;111 587 101;0;111 587 101;;;;;;;;
Justice;166;08;;Soutien autre que COPERNIC;30 567 153;30 051 414;0;30 051 414;30 567 153;30 051 414;0;30 051 414;;;;;;;;
Justice;182;01;;Soutien autre que COPERNIC;606 387 478;652 867 202;0;652 867 202;602 152 148;657 512 789;0;657 512 789;;;;;;;;
Justice;182;03;;Soutien autre que COPERNIC;88 781 955;99 381 193;0;99 381 193;87 077 285;98 735 606;0;98 735 606;;;;;;;;
Justice;182;04;;Soutien autre que COPERNIC;31 216 778;29 022 094;0;29 022 094;31 216 778;29 022 094;0;29 022 094;;;;;;;;
Justice;310;01;;Soutien autre que COPERNIC;10 017 916;9 664 299;0;9 664 299;10 017 982;9 664 299;0;9 664 299;;;;;;;;
Justice;310;02;;Soutien autre que COPERNIC;21 568 998;22 786 373;0;22 786 373;21 568 998;22 786 373;0;22 786 373;;;;;;;;
Justice;310;03;;Soutien autre que COPERNIC;11 789 087;14 732 735;0;14 732 735;11 789 145;14 732 735;0;14 732 735;;;;;;;;
Justice;310;04;;Soutien autre que COPERNIC;96 680 169;201 285 369;0;201 285 369;104 025 628;106 972 559;0;106 972 559;;;;;;;;
Justice;310;09;;Soutien autre que COPERNIC;120 583 120;120 870 508;0;120 870 508;116 676 934;122 070 508;0;122 070 508;;;;;;;;
Justice;310;10;;Soutien autre que COPERNIC;36 184 167;35 472 237;0;35 472 237;36 185 219;35 472 237;0;35 472 237;;;;;;;;
Justice;335;01;;Soutien autre que COPERNIC;8 456 146;3 795 635;0;3 795 635;4 647 560;4 184 776;0;4 184 776;;;;;;;;
Médias, livre et industries culturelles;115;01;;Soutien autre que COPERNIC;148 917 827;75 904 521;0;75 904 521;148 917 827;75 904 521;0;75 904 521;;;;;;;;
Médias, livre et industries culturelles;115;02;;Soutien autre que COPERNIC;0;76 233 306;0;76 233 306;0;76 233 306;0;76 233 306;;;;;;;;
Médias, livre et industries culturelles;180;01;;Soutien autre que COPERNIC;119 621 014;123 001 014;0;123 001 014;119 621 014;123 001 014;0;123 001 014;;;;;;;;
Médias, livre et industries culturelles;180;02;;Soutien autre que COPERNIC;145 780 620;135 075 000;0;135 075 000;145 780 620;135 075 000;0;135 075 000;;;;;;;;
Médias, livre et industries culturelles;313;01;;Soutien autre que COPERNIC;255 864 864;114 699 929;0;114 699 929;255 864 864;114 699 929;0;114 699 929;;;;;;;;
Médias, livre et industries culturelles;313;03;;Soutien autre que COPERNIC;29 158 680;28 800 000;0;28 800 000;29 158 680;28 800 000;0;28 800 000;;;;;;;;
Médias, livre et industries culturelles;334;01;;Soutien autre que COPERNIC;247 706 670;305 502 400;0;305 502 400;255 090 670;251 708 500;0;251 708 500;;;;;;;;
Médias, livre et industries culturelles;334;02;;Soutien autre que COPERNIC;12 403 500;10 481 000;0;10 481 000;12 403 500;10 481 000;0;10 481 000;;;;;;;;
Outre-mer;123;01;;Soutien autre que COPERNIC;272 758 664;272 758 664;0;272 758 664;227 009 777;245 000 000;0;245 000 000;;;;;;;;
Outre-mer;123;02;;Soutien autre que COPERNIC;184 865 400;146 864 843;0;146 864 843;164 915 400;164 310 000;0;164 310 000;;;;;;;;
Outre-mer;123;03;;Soutien autre que COPERNIC;51 450 000;51 450 000;0;51 450 000;51 450 000;51 450 000;0;51 450 000;;;;;;;;
Outre-mer;123;04;;Soutien autre que COPERNIC;5 507 183;4 803 807;0;4 803 807;5 507 183;5 203 807;0;5 203 807;;;;;;;;
Outre-mer;123;06;;Soutien autre que COPERNIC;187 853 459;186 156 052;0;186 156 052;161 427 666;171 694 407;0;171 694 407;;;;;;;;
Outre-mer;123;07;;Soutien autre que COPERNIC;1 970 770;1 920 100;0;1 920 100;1 970 770;1 920 100;0;1 920 100;;;;;;;;
Outre-mer;123;08;;Soutien autre que COPERNIC;50 000 000;50 000 000;0;50 000 000;25 900 000;25 900 000;0;25 900 000;;;;;;;;
Outre-mer;123;09;;Soutien autre que COPERNIC;30 000 000;30 000 000;0;30 000 000;7 461 788;7 225 834;0;7 225 834;;;;;;;;
Outre-mer;138;01;;Soutien autre que COPERNIC;1 164 545 556;1 156 249 559;0;1 156 249 559;1 164 545 556;1 147 749 559;0;1 147 749 559;;;;;;;;
Outre-mer;138;02;;Soutien autre que COPERNIC;236 383 618;244 794 781;0;244 794 781;225 771 618;236 996 281;0;236 996 281;;;;;;;;
Outre-mer;138;03;;Soutien autre que COPERNIC;2 904 000;2 904 000;0;2 904 000;2 904 000;2 904 000;0;2 904 000;;;;;;;;
Politique des territoires;112;01;;Soutien autre que COPERNIC;103 800 000;111 185 765;0;111 185 765;114 200 000;107 933 765;0;107 933 765;;;;;;;;
Politique des territoires;112;02;;Soutien autre que COPERNIC;133 060 000;110 470 785;0;110 470 785;140 095 583;124 899 583;0;124 899 583;;;;;;;;
Politique des territoires;112;04;;Soutien autre que COPERNIC;25 480 000;24 215 000;0;24 215 000;25 480 000;24 215 000;0;24 215 000;;;;;;;;
Politique des territoires;162;02;;Soutien autre que COPERNIC;11 363 017;7 401 636;0;7 401 636;9 905 202;7 248 957;0;7 248 957;;;;;;;;
Politique des territoires;162;04;;Soutien autre que COPERNIC;22 157 256;22 232 561;0;22 232 561;23 156 007;23 234 914;0;23 234 914;;;;;;;;
Politique des territoires;162;06;;Soutien autre que COPERNIC;4 763 795;4 779 986;0;4 779 986;5 113 866;5 131 292;0;5 131 292;;;;;;;;
Politique des territoires;162;08;;Soutien autre que COPERNIC;2 908 505;2 714 112;0;2 714 112;2 908 476;2 714 112;0;2 714 112;;;;;;;;
Pouvoirs publics;501;01;;Soutien autre que COPERNIC;103 483 252;101 660 000;0;101 660 000;103 483 252;101 660 000;0;101 660 000;;;;;;;;
Pouvoirs publics;511;01;;Soutien autre que COPERNIC;517 890 000;517 890 000;0;517 890 000;517 890 000;517 890 000;0;517 890 000;;;;;;;;
Pouvoirs publics;521;01;;Soutien autre que COPERNIC;311 577 800;311 627 700;0;311 627 700;311 577 800;311 627 700;0;311 627 700;;;;;;;;
Pouvoirs publics;521;02;;Soutien autre que COPERNIC;12 006 800;11 956 900;0;11 956 900;12 006 800;11 956 900;0;11 956 900;;;;;;;;
Pouvoirs publics;521;03;;Soutien autre que COPERNIC;0;0;0;0;0;0;0;0;;;;;;;;
Pouvoirs publics;531;01;;Soutien autre que COPERNIC;10 888 000;10 776 000;0;10 776 000;10 888 000;10 776 000;0;10 776 000;;;;;;;;
Pouvoirs publics;532;01;;Soutien autre que COPERNIC;0;0;0;0;0;0;0;0;;;;;;;;
Pouvoirs publics;533;01;;Soutien autre que COPERNIC;921 725;866 600;0;866 600;921 725;866 600;0;866 600;;;;;;;;
Pouvoirs publics;541;01;;Soutien autre que COPERNIC;16 641 162;16 641 162;0;16 641 162;16 641 162;16 641 162;0;16 641 162;;;;;;;;
