Gestion;2014;;;;;;;;;;;;;;;;;;;
Type budget;Budget général;;;;;;;;;;;;;;;;;;;
;;;;Données;;;;;;;;;;;;;;;;
Écologie, développement et mobilité durables;217;13;2;212 127 971;214 083 832;0;214 083 832;212 127 971;214 083 832;0;214 083 832;;;;;;;;;
Écologie, développement et mobilité durables;217;14;2;156 493 074;12 160 956;0;12 160 956;156 493 074;12 160 956;0;12 160 956;;;;;;;;;
Écologie, développement et mobilité durables;217;15;2;0;0;0;0;0;0;0;0;;;;;;;;;
Écologie, développement et mobilité durables;217;16;2;221 057 642;223 785 981;0;223 785 981;221 057 642;223 785 981;0;223 785 981;;;;;;;;;
Écologie, développement et mobilité durables;217;22;2;14 829 533;15 721 692;0;15 721 692;14 829 533;15 721 692;0;15 721 692;;;;;;;;;
Écologie, développement et mobilité durables;217;23;2;53 720 415;54 708 916;0;54 708 916;53 720 415;54 708 916;0;54 708 916;;;;;;;;;
Écologie, développement et mobilité durables;217;24;2;1 998 816;2 041 143;0;2 041 143;1 998 816;2 041 143;0;2 041 143;;;;;;;;;
Écologie, développement et mobilité durables;217;25;2;1 500 000;1 630 000;0;1 630 000;1 500 000;1 630 000;0;1 630 000;;;;;;;;;
Écologie, développement et mobilité durables;217;25;3;796 251;796 251;0;796 251;796 251;796 251;0;796 251;;;;;;;;;
Écologie, développement et mobilité durables;217;26;2;1 000 000;1 100 000;0;1 100 000;1 000 000;1 100 000;0;1 100 000;;;;;;;;;
Écologie, développement et mobilité durables;217;26;3;497 058;497 058;0;497 058;497 058;497 058;0;497 058;;;;;;;;;
Écologie, développement et mobilité durables;217;26;6;1 000;0;0;0;1 000;0;0;0;;;;;;;;;
Écologie, développement et mobilité durables;403;01;3;0;150 000 000;0;150 000 000;0;150 000 000;0;150 000 000;;;;;;;;;
Écologie, développement et mobilité durables;403;01;6;0;100 000 000;0;100 000 000;0;100 000 000;0;100 000 000;;;;;;;;;
Écologie, développement et mobilité durables;403;01;7;0;550 000 000;0;550 000 000;0;550 000 000;0;550 000 000;;;;;;;;;
Écologie, développement et mobilité durables;403;02;3;0;200 000 000;0;200 000 000;0;200 000 000;0;200 000 000;;;;;;;;;
Écologie, développement et mobilité durables;403;02;6;0;100 000 000;0;100 000 000;0;100 000 000;0;100 000 000;;;;;;;;;
Écologie, développement et mobilité durables;404;01;6;0;70 000 000;0;70 000 000;0;70 000 000;0;70 000 000;;;;;;;;;
Écologie, développement et mobilité durables;404;02;3;0;225 000 000;0;225 000 000;0;225 000 000;0;225 000 000;;;;;;;;;
Écologie, développement et mobilité durables;404;02;6;0;125 000 000;0;125 000 000;0;125 000 000;0;125 000 000;;;;;;;;;
Écologie, développement et mobilité durables;404;02;7;0;50 000 000;0;50 000 000;0;50 000 000;0;50 000 000;;;;;;;;;
Écologie, développement et mobilité durables;414;01;6;0;35 000 000;0;35 000 000;0;35 000 000;0;35 000 000;;;;;;;;;
Écologie, développement et mobilité durables;414;02;3;0;250 000 000;0;250 000 000;0;250 000 000;0;250 000 000;;;;;;;;;
Écologie, développement et mobilité durables;414;02;6;0;85 000 000;0;85 000 000;0;85 000 000;0;85 000 000;;;;;;;;;
Économie;134;02;2;35 514 669;35 503 297;0;35 503 297;35 514 669;35 503 297;0;35 503 297;;;;;;;;;
Économie;134;02;3;9 153 000;1 838 829;0;1 838 829;9 153 000;1 838 829;0;1 838 829;;;;;;;;;
Économie;134;02;6;56 779 900;50 799 255;0;50 799 255;56 779 900;50 799 255;0;50 799 255;;;;;;;;;
Économie;134;03;2;95 606 225;96 543 779;0;96 543 779;95 606 225;96 543 779;0;96 543 779;;;;;;;;;
Économie;134;03;3;25 151 733;18 297 862;0;18 297 862;25 151 306;18 298 010;0;18 298 010;;;;;;;;;
Économie;134;03;6;81 908 228;71 278 027;0;71 278 027;92 508 228;80 978 027;0;80 978 027;;;;;;;;;
Économie;134;04;3;34 740 000;33 772 172;0;33 772 172;34 740 000;33 772 172;0;33 772 172;;;;;;;;;
Économie;134;04;6;259 165 000;161 060 041;0;161 060 041;259 165 000;161 060 041;0;161 060 041;;;;;;;;;
Économie;134;05;6;0;50 000 000;0;50 000 000;0;50 000 000;0;50 000 000;;;;;;;;;
Économie;134;07;3;81 315 000;97 800 000;0;97 800 000;81 315 000;97 800 000;0;97 800 000;;;;;;;;;
Économie;134;07;6;22 610 000;0;0;0;22 610 000;0;0;0;;;;;;;;;
Économie;134;08;2;17 905 986;18 640 511;0;18 640 511;17 905 986;18 640 511;0;18 640 511;;;;;;;;;
Économie;134;13;2;15 962 223;16 241 782;0;16 241 782;15 962 223;16 241 782;0;16 241 782;;;;;;;;;
Économie;134;13;3;6 902 841;6 613 603;0;6 613 603;6 902 841;6 613 603;0;6 613 603;;;;;;;;;
Économie;134;14;2;12 383 390;12 255 701;0;12 255 701;12 383 390;12 255 701;0;12 255 701;;;;;;;;;
Économie;134;14;3;6 949 479;6 683 603;0;6 683 603;6 949 479;6 683 603;0;6 683 603;;;;;;;;;
Économie;134;15;2;15 936 461;16 258 298;0;16 258 298;15 936 461;16 258 298;0;16 258 298;;;;;;;;;
Économie;134;15;3;4 696 680;4 493 603;0;4 493 603;4 696 680;4 493 603;0;4 493 603;;;;;;;;;
Économie;134;16;2;67 621 287;69 429 536;0;69 429 536;67 621 287;69 429 536;0;69 429 536;;;;;;;;;
Économie;134;16;3;2 856 313;2 667 982;0;2 667 982;2 856 313;2 667 982;0;2 667 982;;;;;;;;;
Économie;134;17;2;106 068 818;105 928 760;0;105 928 760;106 068 818;105 928 760;0;105 928 760;;;;;;;;;
Économie;134;17;3;4 449 310;4 070 545;0;4 070 545;4 449 310;4 070 545;0;4 070 545;;;;;;;;;
Économie;134;17;6;10 525 885;12 183 676;0;12 183 676;11 267 475;10 816 776;0;10 816 776;;;;;;;;;
Économie;134;18;2;40 980 647;43 593 253;0;43 593 253;40 980 647;43 593 253;0;43 593 253;;;;;;;;;
Économie;134;18;3;1 731 258;1 675 166;0;1 675 166;1 731 258;1 675 166;0;1 675 166;;;;;;;;;
Économie;134;18;6;1 000;0;0;0;1 000;0;0;0;;;;;;;;;
Économie;134;19;6;0;0;0;0;0;0;0;0;;;;;;;;;
Économie;134;20;3;14 147 000;13 947 000;0;13 947 000;14 147 000;13 947 000;0;13 947 000;;;;;;;;;
Économie;134;20;6;5 520 000;29 765 807;0;29 765 807;5 520 000;29 765 807;0;29 765 807;;;;;;;;;
Économie;134;21;2;0;0;0;0;0;0;0;0;;;;;;;;;
Économie;134;21;3;36 252 203;31 915 500;0;31 915 500;33 590 796;33 274 307;0;33 274 307;;;;;;;;;
Économie;134;21;6;8 343 061;3 219 814;0;3 219 814;5 123 997;3 945 000;0;3 945 000;;;;;;;;;
Économie;220;01;2;120 513 797;120 147 691;0;120 147 691;120 513 797;120 147 691;0;120 147 691;;;;;;;;;
Économie;220;01;3;6 140 075;5 998 694;0;5 998 694;5 667 382;6 064 727;0;6 064 727;;;;;;;;;
Économie;220;01;6;22 225 000;24 400 000;0;24 400 000;22 225 000;24 400 000;0;24 400 000;;;;;;;;;
Économie;220;02;2;50 270 398;50 096 816;0;50 096 816;50 270 398;50 096 816;0;50 096 816;;;;;;;;;
Économie;220;02;3;2 510 762;2 452 949;0;2 452 949;2 467 920;2 640 948;0;2 640 948;;;;;;;;;
Économie;220;03;2;61 940 099;61 835 277;0;61 835 277;61 940 099;61 835 277;0;61 835 277;;;;;;;;;
Économie;220;03;3;7 032 448;6 870 520;0;6 870 520;6 951 047;7 348 391;0;7 348 391;;;;;;;;;
Économie;220;05;2;95 724 703;95 259 644;0;95 259 644;95 724 703;95 259 644;0;95 259 644;;;;;;;;;
Économie;220;05;3;31 563 981;37 853 235;0;37 853 235;29 313 268;31 702 422;0;31 702 422;;;;;;;;;
Économie;220;05;5;1 612 847;859 536;0;859 536;3 292 330;1 866 771;0;1 866 771;;;;;;;;;
Économie;220;06;2;55 828 828;55 463 940;0;55 463 940;55 828 828;55 463 940;0;55 463 940;;;;;;;;;
Économie;220;06;3;669 537;654 121;0;654 121;658 112;704 253;0;704 253;;;;;;;;;
Économie;305;01;2;61 361 133;61 677 703;0;61 677 703;61 361 133;61 677 703;0;61 677 703;;;;;;;;;
Économie;305;01;3;336 761 190;322 003 650;0;322 003 650;336 761 190;322 003 650;0;322 003 650;;;;;;;;;
Économie;305;01;6;1 500 000;1 300 000;0;1 300 000;1 500 000;1 300 000;0;1 300 000;;;;;;;;;
Économie;305;02;2;74 546 712;74 946 339;0;74 946 339;74 546 712;74 946 339;0;74 946 339;;;;;;;;;
Économie;305;02;3;16 939 337;15 423 682;0;15 423 682;16 939 337;15 423 682;0;15 423 682;;;;;;;;;
Économie;305;02;5;1 680 000;1 500 000;0;1 500 000;1 680 000;1 500 000;0;1 500 000;;;;;;;;;
Économie;305;03;2;15 868 339;15 739 887;0;15 739 887;15 868 339;15 739 887;0;15 739 887;;;;;;;;;
Économie;405;01;3;0;200 000 000;0;200 000 000;0;200 000 000;0;200 000 000;;;;;;;;;
Économie;405;01;6;0;80 000 000;0;80 000 000;0;80 000 000;0;80 000 000;;;;;;;;;
Économie;405;01;7;0;50 000 000;0;50 000 000;0;50 000 000;0;50 000 000;;;;;;;;;
Économie;405;02;6;0;30 000 000;0;30 000 000;0;30 000 000;0;30 000 000;;;;;;;;;
Économie;405;03;6;0;60 000 000;0;60 000 000;0;60 000 000;0;60 000 000;;;;;;;;;
Économie;406;01;3;0;150 000 000;0;150 000 000;0;150 000 000;0;150 000 000;;;;;;;;;
Économie;406;02;3;0;100 000 000;0;100 000 000;0;100 000 000;0;100 000 000;;;;;;;;;
Économie;406;02;6;0;20 000 000;0;20 000 000;0;20 000 000;0;20 000 000;;;;;;;;;
Économie;406;02;7;0;120 000 000;0;120 000 000;0;120 000 000;0;120 000 000;;;;;;;;;
Économie;406;03;6;0;145 000 000;0;145 000 000;0;145 000 000;0;145 000 000;;;;;;;;;
Économie;406;03;7;0;155 000 000;0;155 000 000;0;155 000 000;0;155 000 000;;;;;;;;;
Économie;407;01;3;0;200 000 000;0;200 000 000;0;200 000 000;0;200 000 000;;;;;;;;;
Économie;407;01;6;0;15 000 000;0;15 000 000;0;15 000 000;0;15 000 000;;;;;;;;;
Économie;407;02;3;0;175 000 000;0;175 000 000;0;175 000 000;0;175 000 000;;;;;;;;;
Économie;407;02;6;0;100 000 000;0;100 000 000;0;100 000 000;0;100 000 000;;;;;;;;;
Économie;407;02;7;0;75 000 000;0;75 000 000;0;75 000 000;0;75 000 000;;;;;;;;;
Égalité des territoires, logement et ville;109;01;6;4 875 699 897;5 048 683 259;0;5 048 683 259;4 875 699 897;5 048 683 259;0;5 048 683 259;;;;;;;;;
Égalité des territoires, logement et ville;109;02;6;8 248 000;8 000 000;0;8 000 000;8 248 000;8 000 000;0;8 000 000;;;;;;;;;
Égalité des territoires, logement et ville;109;03;6;9 000 000;9 000 000;0;9 000 000;9 000 000;9 000 000;0;9 000 000;;;;;;;;;
Égalité des territoires, logement et ville;135;01;3;0;5 000 000;0;5 000 000;0;5 000 000;0;5 000 000;;;;;;;;;
Égalité des territoires, logement et ville;135;01;6;503 224 500;450 000 000;0;450 000 000;438 115 500;276 928 500;0;276 928 500;;;;;;;;;
Égalité des territoires, logement et ville;135;02;3;4 300 000;4 100 000;0;4 100 000;4 300 000;4 100 000;0;4 100 000;;;;;;;;;
Égalité des territoires, logement et ville;135;02;6;3 000;0;0;0;3 000;0;0;0;;;;;;;;;
Égalité des territoires, logement et ville;135;03;3;0;1 240 000;0;1 240 000;0;1 240 000;0;1 240 000;;;;;;;;;
Égalité des territoires, logement et ville;135;03;6;7 910 000;5 260 000;0;5 260 000;7 910 000;5 260 000;0;5 260 000;;;;;;;;;
Égalité des territoires, logement et ville;135;04;3;41 676 000;46 312 544;0;46 312 544;41 676 000;46 312 544;0;46 312 544;;;;;;;;;
Égalité des territoires, logement et ville;135;04;6;5 000 000;5 000 000;0;5 000 000;5 000 000;5 000 000;0;5 000 000;;;;;;;;;
Égalité des territoires, logement et ville;135;05;3;12 412 063;12 063 577;0;12 063 577;12 412 063;12 063 577;0;12 063 577;;;;;;;;;
Égalité des territoires, logement et ville;135;05;5;5 309 654;4 965 510;0;4 965 510;5 309 654;4 965 510;0;4 965 510;;;;;;;;;
Égalité des territoires, logement et ville;135;05;6;5 000;0;0;0;5 000;0;0;0;;;;;;;;;
Égalité des territoires, logement et ville;135;07;3;7 536 000;7 000 000;0;7 000 000;7 536 000;7 000 000;0;7 000 000;;;;;;;;;
Égalité des territoires, logement et ville;135;07;5;0;0;0;0;0;0;0;0;;;;;;;;;
Égalité des territoires, logement et ville;135;07;6;39 524 500;39 000 000;0;39 000 000;39 524 500;39 000 000;0;39 000 000;;;;;;;;;
Égalité des territoires, logement et ville;147;01;3;0;0;0;0;0;0;0;0;;;;;;;;;
Égalité des territoires, logement et ville;147;01;6;331 991 794;332 418 427;0;332 418 427;331 991 794;332 418 427;0;332 418 427;;;;;;;;;
Égalité des territoires, logement et ville;147;02;3;22 893 726;22 155 000;0;22 155 000;22 893 726;22 155 000;0;22 155 000;;;;;;;;;
Égalité des territoires, logement et ville;147;02;6;118 659 945;113 068 591;0;113 068 591;118 659 945;98 841 364;0;98 841 364;;;;;;;;;
Égalité des territoires, logement et ville;147;03;3;16 809 200;16 098 081;0;16 098 081;16 809 200;16 098 081;0;16 098 081;;;;;;;;;
Égalité des territoires, logement et ville;147;03;6;11 187 202;8 948 000;0;8 948 000;9 069 500;8 975 625;0;8 975 625;;;;;;;;;
Égalité des territoires, logement et ville;147;04;6;2 063 000;0;0;0;4 263 000;2 911 503;0;2 911 503;;;;;;;;;
Égalité des territoires, logement et ville;177;11;6;59 144 229;55 075 000;0;55 075 000;59 144 229;55 075 000;0;55 075 000;;;;;;;;;
Égalité des territoires, logement et ville;177;12;6;1 131 260 775;1 242 313 921;0;1 242 313 921;1 131 260 775;1 242 313 921;0;1 242 313 921;;;;;;;;;
Égalité des territoires, logement et ville;177;14;3;200 000;200 000;0;200 000;200 000;200 000;0;200 000;;;;;;;;;
Égalité des territoires, logement et ville;177;14;6;14 383 610;15 679 500;0;15 679 500;14 383 610;15 679 500;0;15 679 500;;;;;;;;;
Égalité des territoires, logement et ville;177;15;6;18 400 000;0;0;0;18 400 000;0;0;0;;;;;;;;;
Égalité des territoires, logement et ville;337;01;2;701 605 071;689 341 454;0;689 341 454;701 605 071;689 341 454;0;689 341 454;;;;;;;;;
Égalité des territoires, logement et ville;337;02;2;114 524 945;115 239 569;0;115 239 569;114 524 945;115 239 569;0;115 239 569;;;;;;;;;
Égalité des territoires, logement et ville;337;02;6;1 000;0;0;0;1 000;0;0;0;;;;;;;;;
Engagements financiers de l'État;114;01;6;1 500 000;1 500 000;0;1 500 000;1 500 000;1 500 000;0;1 500 000;;;;;;;;;
Engagements financiers de l'État;114;02;6;7 200 000;8 500 000;0;8 500 000;7 200 000;8 500 000;0;8 500 000;;;;;;;;;
Engagements financiers de l'État;114;03;6;10 000 000;10 000 000;0;10 000 000;10 000 000;10 000 000;0;10 000 000;;;;;;;;;
Engagements financiers de l'État;114;04;6;137 600 000;138 200 000;0;138 200 000;137 600 000;138 200 000;0;138 200 000;;;;;;;;;
Engagements financiers de l'État;114;05;6;51 600 000;50 200 000;0;50 200 000;51 600 000;50 200 000;0;50 200 000;;;;;;;;;
Engagements financiers de l'État;117;01;4;45 939 000 000;45 740 000 000;0;45 740 000 000;45 939 000 000;45 740 000 000;0;45 740 000 000;;;;;;;;;
Engagements financiers de l'État;117;03;4;956 000 000;914 000 000;0;914 000 000;956 000 000;914 000 000;0;914 000 000;;;;;;;;;
Engagements financiers de l'État;145;01;3;853 377;1 400 000;0;1 400 000;720 377;1 533 000;0;1 533 000;;;;;;;;;
Engagements financiers de l'État;145;01;6;720 376 516;564 439 591;0;564 439 591;720 376 516;564 439 591;0;564 439 591;;;;;;;;;
Engagements financiers de l'État;145;02;3;1 566 065;1 365 000;0;1 365 000;1 566 065;1 365 000;0;1 365 000;;;;;;;;;
Engagements financiers de l'État;145;02;6;1 928 000;1 735 000;0;1 735 000;1 928 000;1 735 000;0;1 735 000;;;;;;;;;
Engagements financiers de l'État;168;01;6;181 000 000;171 000 000;0;171 000 000;181 000 000;171 000 000;0;171 000 000;;;;;;;;;
Engagements financiers de l'État;336;01;3;0;0;0;0;0;3 261 744 000;0;3 261 744 000;;;;;;;;;
Engagements financiers de l'État;336;01;7;0;0;0;0;6 523 488 000;0;0;0;;;;;;;;;
Engagements financiers de l'État;338;01;7;1 617 003 000;0;0;0;1 617 003 000;0;0;0;;;;;;;;;
Enseignement scolaire;139;01;2;442 309 684;444 551 721;0;444 551 721;442 309 684;444 551 721;0;444 551 721;;;;;;;;;
Enseignement scolaire;139;01;6;2 000;0;0;0;2 000;0;0;0;;;;;;;;;
Enseignement scolaire;139;02;2;1 167 021 732;1 173 325 035;0;1 173 325 035;1 167 021 732;1 173 325 035;0;1 173 325 035;;;;;;;;;
Enseignement scolaire;139;02;6;101 000;0;0;0;101 000;0;0;0;;;;;;;;;
Enseignement scolaire;139;03;2;1 871 217 369;1 881 449 770;0;1 881 449 770;1 871 217 369;1 881 449 770;0;1 881 449 770;;;;;;;;;
Enseignement scolaire;139;03;6;20 000;0;0;0;20 000;0;0;0;;;;;;;;;
Enseignement scolaire;139;04;2;1 199 003 197;1 205 512 523;0;1 205 512 523;1 199 003 197;1 205 512 523;0;1 205 512 523;;;;;;;;;
Enseignement scolaire;139;04;6;1 000;0;0;0;1 000;0;0;0;;;;;;;;;
Enseignement scolaire;139;05;2;758 503 784;762 782 735;0;762 782 735;758 503 784;762 782 735;0;762 782 735;;;;;;;;;
Enseignement scolaire;139;06;2;258 868 833;260 536 460;0;260 536 460;258 868 833;260 536 460;0;260 536 460;;;;;;;;;
Enseignement scolaire;139;07;2;149 649 116;150 613 151;0;150 613 151;149 649 116;150 613 151;0;150 613 151;;;;;;;;;
Enseignement scolaire;139;08;6;66 535 517;63 664 651;0;63 664 651;66 535 517;63 664 651;0;63 664 651;;;;;;;;;
Enseignement scolaire;139;09;6;643 699 122;637 082 139;0;637 082 139;643 699 122;637 082 139;0;637 082 139;;;;;;;;;
Enseignement scolaire;139;10;2;26 080 600;51 830 051;0;51 830 051;26 080 600;51 830 051;0;51 830 051;;;;;;;;;
Enseignement scolaire;139;10;6;40 418 280;35 398 280;0;35 398 280;40 418 280;35 398 280;0;35 398 280;;;;;;;;;
Enseignement scolaire;139;11;2;167 148 407;168 225 173;0;168 225 173;167 148 407;168 225 173;0;168 225 173;;;;;;;;;
Enseignement scolaire;139;12;2;285 500 000;269 400 000;0;269 400 000;285 500 000;269 400 000;0;269 400 000;;;;;;;;;
Enseignement scolaire;139;12;3;5 531 354;5 458 100;0;5 458 100;5 531 354;5 458 100;0;5 458 100;;;;;;;;;
Enseignement scolaire;140;01;2;4 860 458 102;4 931 454 282;0;4 931 454 282;4 860 458 102;4 931 454 282;0;4 931 454 282;;;;;;;;;
Enseignement scolaire;140;01;3;412 013;347 507;0;347 507;412 013;347 507;0;347 507;;;;;;;;;
Enseignement scolaire;140;01;6;74 000;0;0;0;74 000;0;0;0;;;;;;;;;
Enseignement scolaire;140;02;2;9 280 766 363;9 415 983 583;0;9 415 983 583;9 280 766 363;9 415 983 583;0;9 415 983 583;;;;;;;;;
Enseignement scolaire;140;02;3;2 679 322;2 491 074;0;2 491 074;2 679 322;2 491 074;0;2 491 074;;;;;;;;;
Enseignement scolaire;140;02;6;7 665 687;7 430 735;0;7 430 735;7 665 687;7 430 735;0;7 430 735;;;;;;;;;
Enseignement scolaire;140;03;2;1 704 169 908;1 728 491 915;0;1 728 491 915;1 704 169 908;1 728 491 915;0;1 728 491 915;;;;;;;;;
Enseignement scolaire;140;03;3;3 441 545;3 434 161;0;3 434 161;3 441 545;3 434 161;0;3 434 161;;;;;;;;;
Enseignement scolaire;140;03;6;9 800;0;0;0;9 800;0;0;0;;;;;;;;;
Enseignement scolaire;140;04;2;306 184 262;448 530 046;0;448 530 046;306 184 262;448 530 046;0;448 530 046;;;;;;;;;
Enseignement scolaire;140;04;3;16 006 185;16 006 185;0;16 006 185;16 006 185;16 006 185;0;16 006 185;;;;;;;;;
Enseignement scolaire;140;05;2;1 587 549 009;1 610 075 895;0;1 610 075 895;1 587 549 009;1 610 075 895;0;1 610 075 895;;;;;;;;;
Enseignement scolaire;140;06;2;1 011 968 444;1 027 545 470;0;1 027 545 470;1 011 968 444;1 027 545 470;0;1 027 545 470;;;;;;;;;
Enseignement scolaire;140;06;3;6 227 051;6 358 481;0;6 358 481;6 227 051;6 358 481;0;6 358 481;;;;;;;;;
Enseignement scolaire;140;07;2;75 239 290;76 397 433;0;76 397 433;75 239 290;76 397 433;0;76 397 433;;;;;;;;;
Enseignement scolaire;141;01;2;10 887 294 045;10 863 203 871;0;10 863 203 871;10 887 294 045;10 863 203 871;0;10 863 203 871;;;;;;;;;
Enseignement scolaire;141;01;3;3 095 104;4 929 714;0;4 929 714;3 095 104;4 929 714;0;4 929 714;;;;;;;;;
Enseignement scolaire;141;01;6;48 106 112;23 695 541;0;23 695 541;48 106 112;23 695 541;0;23 695 541;;;;;;;;;
Enseignement scolaire;141;02;2;6 855 971 000;6 840 466 157;0;6 840 466 157;6 855 971 000;6 840 466 157;0;6 840 466 157;;;;;;;;;
Enseignement scolaire;141;02;3;1 472 464;1 920 109;0;1 920 109;1 472 464;1 920 109;0;1 920 109;;;;;;;;;
Enseignement scolaire;141;02;6;17 356 285;17 318 348;0;17 318 348;17 356 285;17 318 348;0;17 318 348;;;;;;;;;
Enseignement scolaire;141;03;2;4 170 438 469;4 161 661 088;0;4 161 661 088;4 170 438 469;4 161 661 088;0;4 161 661 088;;;;;;;;;
Enseignement scolaire;141;03;3;622 157;877 296;0;877 296;622 157;877 296;0;877 296;;;;;;;;;
Enseignement scolaire;141;03;6;12 531 359;10 810 599;0;10 810 599;12 531 359;10 810 599;0;10 810 599;;;;;;;;;
Enseignement scolaire;141;04;2;6 048 497;6 040 147;0;6 040 147;6 048 497;6 040 147;0;6 040 147;;;;;;;;;
Enseignement scolaire;141;04;6;1 888 303;1 147 058;0;1 147 058;1 888 303;1 147 058;0;1 147 058;;;;;;;;;
Enseignement scolaire;141;05;2;2 011 125 150;2 005 328 710;0;2 005 328 710;2 011 125 150;2 005 328 710;0;2 005 328 710;;;;;;;;;
Enseignement scolaire;141;05;3;221 079;352 123;0;352 123;221 079;352 123;0;352 123;;;;;;;;;
Enseignement scolaire;141;05;6;2 092 206;1 419 941;0;1 419 941;2 092 206;1 419 941;0;1 419 941;;;;;;;;;
Enseignement scolaire;141;06;2;1 155 262 868;1 153 668 023;0;1 153 668 023;1 155 262 868;1 153 668 023;0;1 153 668 023;;;;;;;;;
Enseignement scolaire;141;06;6;5 939 691;5 710 419;0;5 710 419;5 939 691;5 710 419;0;5 710 419;;;;;;;;;
Enseignement scolaire;141;07;2;48 387 974;48 321 174;0;48 321 174;48 387 974;48 321 174;0;48 321 174;;;;;;;;;
Enseignement scolaire;141;07;6;5 664 441;5 658 441;0;5 658 441;5 664 441;5 658 441;0;5 658 441;;;;;;;;;
Enseignement scolaire;141;08;2;302 424 835;302 007 336;0;302 007 336;302 424 835;302 007 336;0;302 007 336;;;;;;;;;
Enseignement scolaire;141;08;3;1 105 394;1 132 315;0;1 132 315;1 105 394;1 132 315;0;1 132 315;;;;;;;;;
Enseignement scolaire;141;09;2;114 921 437;114 762 788;0;114 762 788;114 921 437;114 762 788;0;114 762 788;;;;;;;;;
Enseignement scolaire;141;09;6;3 761 837;2 703 082;0;2 703 082;3 761 837;2 703 082;0;2 703 082;;;;;;;;;
Enseignement scolaire;141;10;2;116 466 002;296 187 256;0;296 187 256;116 466 002;296 187 256;0;296 187 256;;;;;;;;;
Enseignement scolaire;141;10;3;25 987 788;25 987 788;0;25 987 788;25 987 788;25 987 788;0;25 987 788;;;;;;;;;
Enseignement scolaire;141;11;2;1 391 154 239;1 389 233 745;0;1 389 233 745;1 391 154 239;1 389 233 745;0;1 389 233 745;;;;;;;;;
Enseignement scolaire;141;12;2;3 152 582 581;3 146 916 439;0;3 146 916 439;3 152 582 581;3 146 916 439;0;3 146 916 439;;;;;;;;;
Enseignement scolaire;141;12;3;5 416 432;5 803 116;0;5 803 116;5 416 432;5 803 116;0;5 803 116;;;;;;;;;
Enseignement scolaire;141;13;2;54 436 470;54 361 319;0;54 361 319;54 436 470;54 361 319;0;54 361 319;;;;;;;;;
Enseignement scolaire;143;01;2;633 658 236;643 041 884;0;643 041 884;633 658 236;643 041 884;0;643 041 884;;;;;;;;;
Enseignement scolaire;143;01;6;40 859 750;39 964 335;0;39 964 335;40 859 750;39 964 335;0;39 964 335;;;;;;;;;
Enseignement scolaire;143;02;2;211 110 507;220 047 573;0;220 047 573;211 110 507;220 047 573;0;220 047 573;;;;;;;;;
Enseignement scolaire;143;02;6;346 950 000;346 580 000;0;346 580 000;346 950 000;346 580 000;0;346 580 000;;;;;;;;;
Enseignement scolaire;143;03;6;82 793 602;85 664 591;0;85 664 591;82 793 602;85 664 591;0;85 664 591;;;;;;;;;
Enseignement scolaire;143;04;6;3 655 825;3 681 707;0;3 681 707;3 655 825;3 681 707;0;3 681 707;;;;;;;;;
Enseignement scolaire;143;05;3;5 561 425;5 591 175;0;5 591 175;5 561 425;5 591 175;0;5 591 175;;;;;;;;;
Enseignement scolaire;214;01;2;372 625 444;382 639 897;0;382 639 897;372 625 444;382 639 897;0;382 639 897;;;;;;;;;
Enseignement scolaire;214;01;3;0;0;0;0;0;0;0;0;;;;;;;;;
Enseignement scolaire;214;01;6;239 500;0;0;0;239 500;0;0;0;;;;;;;;;
Enseignement scolaire;214;02;2;70 989 743;72 897 620;0;72 897 620;70 989 743;72 897 620;0;72 897 620;;;;;;;;;
Enseignement scolaire;214;02;3;4 998 476;4 903 855;0;4 903 855;4 998 476;4 903 855;0;4 903 855;;;;;;;;;
Enseignement scolaire;214;02;6;4 000;0;0;0;4 000;0;0;0;;;;;;;;;
Enseignement scolaire;214;03;2;8 767 658;9 003 292;0;9 003 292;8 767 658;9 003 292;0;9 003 292;;;;;;;;;
Enseignement scolaire;214;03;3;5 149 642;5 024 654;0;5 024 654;5 149 642;5 024 654;0;5 024 654;;;;;;;;;
Enseignement scolaire;214;03;6;2 000;0;0;0;2 000;0;0;0;;;;;;;;;
Enseignement scolaire;214;04;2;9 898 968;10 165 006;0;10 165 006;9 898 968;10 165 006;0;10 165 006;;;;;;;;;
Enseignement scolaire;214;04;3;6 128 658;5 979 908;0;5 979 908;6 128 658;5 979 908;0;5 979 908;;;;;;;;;
Enseignement scolaire;214;04;6;0;0;0;0;0;0;0;0;;;;;;;;;
Enseignement scolaire;214;05;2;5 373 726;5 518 147;0;5 518 147;5 373 726;5 518 147;0;5 518 147;;;;;;;;;
Enseignement scolaire;214;05;3;7 944 646;7 711 658;0;7 711 658;7 944 646;7 711 658;0;7 711 658;;;;;;;;;
Enseignement scolaire;214;05;6;2 429 962;2 203 543;0;2 203 543;2 429 962;2 203 543;0;2 203 543;;;;;;;;;
Enseignement scolaire;214;06;2;529 311 971;543 537 432;0;543 537 432;529 311 971;543 537 432;0;543 537 432;;;;;;;;;
Enseignement scolaire;214;06;3;92 576 198;90 304 198;0;90 304 198;91 880 800;89 608 800;0;89 608 800;;;;;;;;;
Enseignement scolaire;214;06;6;17 200 000;31 200 000;0;31 200 000;17 200 000;31 200 000;0;31 200 000;;;;;;;;;
Enseignement scolaire;214;07;3;202 957 119;203 846 409;0;203 846 409;202 957 119;203 846 409;0;203 846 409;;;;;;;;;
