Node index;Type mission;Code type mission;Mission;Code mission;Programme;Code programme;Action;Code action;Sous-action;Code sous-action
949;Comptes de concours financiers;4;Avances aux collectivités territoriales;ZC;Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes;833;Avances aux départements sur les frais de gestion de la taxe foncière sur les propriétés bâties;03;;;
950;Comptes de concours financiers;4;Avances aux collectivités territoriales;ZC;Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes;833;Avances aux régions sur les frais de gestion de la contribution foncière des entreprises (CFE), de la contribution sur la valeur ajoutée des entreprises (CVAE) et de la taxe d'habitation (TH) et sur le produit de la taxe intérieure de consommation sur les;04;;;
951;Comptes de concours financiers;4;Prêts à des États étrangers;ZE;Prêts à des États étrangers en vue de faciliter la vente de biens et de services concourant au développement du commerce extérieur de la France;851;Prêts à des États étrangers en vue de faciliter la vente de biens et de services concourant au développement du commerce extérieur de la France;01;;;
952;Comptes de concours financiers;4;Prêts à des États étrangers;ZE;Prêts à des États étrangers pour consolidation de dettes envers la France;852;Prêts résultant de l'exécution d'accords conclus avec les gouvernements étrangers et portant consolidation des dettes de leur pays envers la France;01;;;
953;Comptes de concours financiers;4;Prêts à des États étrangers;ZE;Prêts à l'Agence française de développement en vue de favoriser le développement économique et social dans des États étrangers;853;Prêts à l'Agence française de développement en vue de favoriser le développement économique et social dans des États étrangers;01;;;
954;Comptes de concours financiers;4;Prêts à des États étrangers;ZE;Prêts aux États membres de l'Union européenne dont la monnaie est l'euro;854;Soutien financier aux États membres de lUnion européenne dont la monnaie est leuro;01;;;
955;Comptes de concours financiers;4;Prêts et avances à des particuliers ou à des organismes privés;ZF;Prêts et avances pour le logement des agents de l'État;861;Avances aux agents de l'État à l'étranger pour la prise en location d'un logement;04;;;
956;Comptes de concours financiers;4;Prêts et avances à des particuliers ou à des organismes privés;ZF;Prêts pour le développement économique et social;862;Prêts pour le développement économique et social;01;;;
957;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Administration de  la dette viagère;01;Pensions militaires d'invalidité de victimes de guerre et allocations rattachées;10;
958;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Administration de  la dette viagère;01;Retraite du combattant;11;
959;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Gestion  des droits liés aux pensions militaires d'invalidité;02;Soins médicaux gratuits et appareillage des mutilés;21;
960;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Gestion  des droits liés aux pensions militaires d'invalidité;02;Remboursement des réductions de transport accordées aux invalides;22;
961;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Gestion  des droits liés aux pensions militaires d'invalidité;02;Remboursement des prestations de sécurité sociale aux invalides;23;
962;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Fonds de solidarité pour les anciens combattants d'Afrique du Nord et d'Indochine;30;
963;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Majoration des rentes mutualistes des anciens combattants et victimes de guerre;31;
964;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Subventions aux associations et oeuvres diverses;32;
965;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Indemnités, pécules et frais de voyages sur les tombes;33;
966;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Action sociale en faveur du monde combattant : Office national des anciens combattants (ONAC);34;
967;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Office national des anciens combattants (ONAC) : subventions;35;
968;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Institution nationale des invalides : subventions;36;
969;Budget général;1;Anciens combattants, mémoire et liens avec la nation;MB;Reconnaissance et réparation en faveur du monde combattant;169;Solidarité;03;Conseil national des communes compagnons de la libération - Subventions;37;
970;Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Recherche et exploitation du renseignement intéressant la sécurité de la France;03;Renseignement extérieur;31;
971;Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Recherche et exploitation du renseignement intéressant la sécurité de la France;03;Renseignement de sécurité de défense;32;
972;Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;07;Analyse stratégique;01;
973;Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;07;Prospective des systèmes de forces;02;
974;Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;07;Etudes amont;03;
975;Budget général;1;Défense;DA;Environnement et prospective de la politique de défense;144;Prospective de défense;07;Gestion des moyens et subventions;04;
976;Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion M51;14;
977;Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion SNLE NG : adaptation M51;15;
978;Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion - Air sol moyenne portée amélioré (ASMPA);17;
979;Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion Simulation;18;
980;Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion - Autres opérations;19;
981;Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité opérationnelle de la dissuasion - soutien et mise en oeuvre des forces - toutes opérations;22;
982;Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la posture - toutes opérations;23;
983;Budget général;1;Défense;DA;Équipement des forces;146;Dissuasion;06;Assurer la crédibilité technique de la dissuasion  SNLE 3G;24;
984;Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Système de commandement et de conduite des opérations aériennes (SCCOA);24;
985;Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Système d'information TERRE;25;
986;Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Géographie numérique;27;
987;Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Autres opérations;28;
988;Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Commander et conduire - Système d'information des armées (SIA);29;
989;Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Communiquer - Moyens de communication satellitaire;32;
990;Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Communiquer - Autres opérations;35;
991;Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Communiquer - CONTACT;36;
992;Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Renseigner, surveiller, acquérir et reconnaître - Autres opérations;39;
993;Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Renseigner, surveiller, acquérir et reconnaître - MUSIS;40;
994;Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Communiquer - DESCARTES;41;
995;Budget général;1;Défense;DA;Équipement des forces;146;Commandement et maîtrise de l'information;07;Renseigner, surveiller, acquérir et reconnaître - CERES;42;
996;Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Projeter les forces - Avion de transport futur (A400M);42;
997;Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Projeter les forces - Autres opérations;43;
998;Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Assurer la mobilité - Rénovation Cougar;46;
999;Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Assurer la mobilité - Hélicoptère NH 90;47;
1000;Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Assurer la mobilité - Autres opérations;48;
1001;Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Maintenir le potentiel ami et autre - Porteur polyvalent terrestre (PPT);51;
1002;Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Maintenir le potentiel ami et autre - Autres opérations;53;
1003;Budget général;1;Défense;DA;Équipement des forces;146;Projection - mobilité - soutien;08;Maintenir le potentiel ami et autre - MRTT;55;
1004;Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Frapper à distance - Missile de croisière naval (MDCN);56;
1005;Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Frapper à distance - RAFALE;59;
1006;Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Frapper à distance - Autres opérations;61;
1007;Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Véhicule blindé de combat d'infanterie (VBCI);66;
1008;Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Hélicoptère HAP/HAD TIGRE;68;
1009;Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Future torpille lourde (FTL);69;
1010;Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Evolution Exocet;71;
1011;Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Frégates multi-missions (FREMM);73;
1012;Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - SNA Barracuda;74;
1013;Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Autres opérations et conduire des opérations spéciales;75;
1014;Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile -  SCORPION;77;
1015;Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Frapper à distance - Mirage 2000;78;
1016;Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - missile moyenne portée MMP;88;
1017;Budget général;1;Défense;DA;Équipement des forces;146;Engagement et combat;09;Opérer en milieu hostile - Frégates de taille intermédiaire;89;
1018;Budget général;1;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;Assurer la sûreté des approches - Autres opérations et assurer la sécurité de l'Etat, de la nation et des citoyens;79;
1019;Budget général;1;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;Assurer la sûreté des approches - Alerte avancée;80;
1020;Budget général;1;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;Assurer la protection des forces et des sites - Famille de systèmes sol-air futurs (FSAF);82;
1021;Budget général;1;Défense;DA;Équipement des forces;146;Protection et sauvegarde;10;Assurer la protection des forces et des sites - Autres opérations et assurer la protection de l'homme;86;
1022;Budget général;1;Défense;DA;Équipement des forces;146;Préparation et conduite des opérations d'armement;11;Fonctionnement et soutien DGA;89;
1023;Budget général;1;Défense;DA;Équipement des forces;146;Préparation et conduite des opérations d'armement;11;Investissements pour les opérations d'armement;90;
1024;Budget général;1;Défense;DA;Équipement des forces;146;Parts étrangères et programmes civils;12;Parts étrangères;96;
1025;Budget général;1;Défense;DA;Équipement des forces;146;Parts étrangères et programmes civils;12;Programmes civils;97;
1026;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Planification  des moyens et conduite des opérations;01;Emploi des forces;10;
1027;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Planification  des moyens et conduite des opérations;01;Renseignement d'intérêt militaire;11;
1028;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Planification  des moyens et conduite des opérations;01;Systèmes d'information et de communication;14;
1029;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Préparation des forces terrestres;02;Commandement et activités des forces terrestres;01;
1030;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Préparation des forces terrestres;02;Ressources humaines des forces terrestres;05;
1031;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Préparation des forces terrestres;02;Maintien en condition opérationnelle du matériel des forces terrestres;07;
1032;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Préparation des forces terrestres;02;Environnement opérationnel des forces terrestres;08;
1033;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Préparation des forces navales;03;Commandement et activités des forces navales;01;
1034;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Préparation des forces navales;03;Ressources humaines des forces navales;05;
1035;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Préparation des forces navales;03;Maintien en condition opérationnelle du matériel des forces navales;07;
1036;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Préparation des forces navales;03;Environnement opérationnel des forces navales;08;
1037;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Préparation des forces aériennes;04;Commandement et activités centralisées des forces aériennes;02;
1038;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Préparation des forces aériennes;04;Activités des forces aériennes;03;
1039;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Préparation des forces aériennes;04;Activités des forces aériennes stratégiques;04;
1040;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Préparation des forces aériennes;04;Ressources humaines des forces aériennes;05;
1041;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Préparation des forces aériennes;04;Entretien et équipements des forces aériennes;06;
1042;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Préparation des forces aériennes;04;Service industriel aéronautique (SIAé);09;
1043;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Logistique et soutien interarmées;05;Fonction santé;80;
1044;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Logistique et soutien interarmées;05;Soutien des forces par les bases de défense;82;
1045;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Logistique et soutien interarmées;05;Soutiens complémentaires;83;
1046;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Logistique et soutien interarmées;05;Service interarmées des munitions;84;
1047;Budget général;1;Défense;DA;Préparation et emploi des forces;178;Logistique et soutien interarmées;05;Service du commissariat aux armées;85;
1048;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Politiques des ressources humaines;06;Reconversion;03;
1049;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Politiques des ressources humaines;06;Action sociale et autres politiques de ressources humaines (hors rémunérations des agents);04;
1050;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Politique culturelle et éducative;08;Actions culturelles et mise en valeur du patrimoine;01;
1051;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Politique culturelle et éducative;08;Gestion et communication des archives historiques de la défense;02;
1052;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme "Environnement et prospective de la politique de défense";50;Renseignement extérieur;01;
1053;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme "Environnement et prospective de la politique de défense";50;Renseignement de sécurité et de défense;02;
1054;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Prospective de défense - Personnel travaillant  pour le programme "Environnement et prospective de la politique de défense";51;DGRIS / Administration  centrale;01;
1055;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Relations internationales;52;DGA / Soutien aux exportations;01;
1056;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Relations internationales;52;DGRIS / Diplomatie de défense;02;
1057;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  "Équipement des forces ";53;Soutien aux opérations d'armement;01;
1058;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme "Préparation et emploi des forces";54;Commandement des armées;01;
1059;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme "Préparation et emploi des forces";54;Organismes interarmées à vocation opérationnelle;02;
1060;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme "Préparation et emploi des forces";54;Organismes interarmées à vocation prospective et maitrise des armements;03;
1061;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme "Préparation et emploi des forces";54;Enseignement interarmées;04;
1062;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme "Préparation et emploi des forces";54;EMA / Relations internationales militaires / PPE;05;
1063;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme "Préparation et emploi des forces";54;Renseignement d'intérêt militaire;06;
1064;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme "Préparation et emploi des forces";54;Systèmes d'information et de communication;07;
1065;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Préparation des forces terrestres - Personnel travaillant pour le programme "Préparation et emploi des forces";55;Ressources humaines des forces terrestres;01;
1066;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Préparation des forces navales - Personnel travaillant pour le programme "Préparation et emploi des forces";56;Ressources humaines des forces navales;01;
1067;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Préparation des forces navales - Personnel travaillant pour le programme "Préparation et emploi des forces";56;Rémunérations des ouvriers de l'Etat de la DCNS;02;
1068;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Préparation des forces aériennes- Personnel travaillant pour le programme "Préparation et emploi des forces";57;Ressources humaines des forces aériennes;01;
1069;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Préparation des forces aériennes- Personnel travaillant pour le programme "Préparation et emploi des forces";57;Service industriel aéronautique(SIAé);02;
1070;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Logistique et soutien interarmées - Personnel travaillant pour le programme "Préparation et emploi des forces";58;Fonction pétrolière;01;
1071;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Logistique et soutien interarmées - Personnel travaillant pour le programme "Préparation et emploi des forces";58;Logistique et soutien interarmées / CICoS;02;
1072;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Logistique et soutien interarmées - Personnel travaillant pour le programme "Préparation et emploi des forces";58;Soutiens complémentaires;03;
1073;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Logistique et soutien interarmées - Personnel travaillant pour le programme "Préparation et emploi des forces";58;Service interarmées des munitions;04;
1074;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Logistique et soutien interarmées - Personnel travaillant pour le programme "Préparation et emploi des forces";58;Service du commissariat des armées;05;
1075;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Logistique et soutien interarmées - Personnel travaillant pour le programme "Préparation et emploi des forces";58;Fonction santé;06;
1076;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Surcoûts liés aux opérations - Personnel travaillant pour le programme "Préparation et emploi des forces";59;Surcoûts liés aux opérations extérieures;01;
1077;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Surcoûts liés aux opérations - Personnel travaillant pour le programme "Préparation et emploi des forces";59;Surcoûts liés aux opérations intérieures;02;
1078;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Action sociale, chômage et pensions;61;Actions sociales et autres politiques des ressources humaines;01;
1079;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Action sociale, chômage et pensions;61;Reconversion des personnels militaires - Chômage;02;
1080;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Action sociale, chômage et pensions;61;Reconversion des personnels civils - Chômage;03;
1081;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Restructurations - RH;63;Restructurations Personnels civils;01;
1082;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Restructurations - RH;63;Restructurations Personnels militaires;02;
1083;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien  -  Personnel travaillant pour l'action " Pilotage, soutien ";64;Personnel du SGA employeur;01;
1084;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien  -  Personnel travaillant pour l'action " Pilotage, soutien ";64;Personnel de l'action sociale;07;
1085;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien  -  Personnel travaillant pour l'action " Pilotage, soutien ";64;Personnel de l'agence de reconversion de la Défense;08;
1086;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Rayonnement et contribution extérieure;66;Pilotage, soutien et communication - effectifs sortants remboursés sous PMEA Mindef;01;
1087;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Rayonnement et contribution extérieure;66;Pilotage, soutien et communication - effectifs sortants non remboursés sous PMEA Mindef;02;
1088;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Rayonnement et contribution extérieure;66;Pilotage, soutien et communication - effectifs sortants remboursés hors PMEA Mindef;03;
1089;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Rayonnement et contribution extérieure;66;Pilotage, soutien et communication - Présidence de la République;04;
1090;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Rayonnement et contribution extérieure;66;Pilotage, soutien et communication -  Elèves des classes préparatoires des lycées de la défense;05;
1091;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;67;Sous-Direction des Bureau des Cabinets - Cabinet du Ministre de la Défense - Cabinet du Secrétaire d'Etat aux anciens combattants - Bureau des Officiers Généraux;01;
1092;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;67;Contrôle général des armées;02;
1093;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;67;Direction Générale des Systèmes d'Information et de Communication;03;
1094;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;67;Délégation à l'Information et la Communication de la Défense;04;
1095;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;67;Gendarmerie de la Sureté de l'Armement Nucléaire;05;
1096;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;67;Contrôle Budgétaire et Comptable Ministériel défense - Agence Comptable des Services Industriels de l'Armement;06;
1097;Budget général;1;Défense;DA;Soutien de la politique de la défense;212;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;67;Direction de la Protection des Installations, moyens et activités de la Défense;07;
1098;Budget général;1;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Développement international de l'économie française;04;Assurance-crédit;01;
1099;Budget général;1;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Développement international de l'économie française;04;Assurance-prospection;02;
1100;Budget général;1;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Développement international de l'économie française;04;Garantie de change;03;
1101;Budget général;1;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Développement international de l'économie française;04;Garantie du risque économique;04;
1102;Budget général;1;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Développement international de l'économie française;04;Garanties de taux d'intérêt Natixis;05;
1103;Budget général;1;Engagements financiers de l'État;EB;Appels en garantie de l'État (crédits évaluatifs);114;Développement international de l'économie française;04;Garantie du risque exportateur;06;
1104;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine de l'énergie;10;Commissariat à l'énergie atomique et aux énergies alternatives (CEA);01;
1105;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine de l'énergie;10;IFP Energies nouvelles (IFPEN);02;
1106;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine de l'énergie;10;Gestion des matières et déchets radioactifs : CNE - reprise des sources;03;
1107;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine des risques;11;Institut national de l'environnement industriel et des risques (INERIS);01;
1108;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine des risques;11;Institut de radioprotection et de sûreté nucléaire (IRSN);02;
1109;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine des transports, de la construction et de l'aménagement;12;Institut français des sciences et technologies des transports, de laménagement et des réseaux (IFSTTAR);01;
1110;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche dans le domaine des transports, de la construction et de l'aménagement;12;Centre scientifique et technique du bâtiment (CSTB);03;
1111;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;Agence nationale chargée de la sécurité sanitaire de l'alimentation, de l'environnement et du travail (ANSES);01;
1112;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;Agence de l'environnement et de la maîtrise de l'énergie (ADEME);02;
1113;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;Recherche en matière de transport (PREDIT);04;
1114;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;Construction (PREBAT, C2D2, RGCU);05;
1115;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;Urbanisme et territoire (PUCA, MUTS);06;
1116;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;Changement global (GMES, adaptation au changement climatique);07;
1117;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;Risque, santé, environnement;08;
1118;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;Biodiversité;09;
1119;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche partenariale dans le développement et l'aménagement durable;13;Innovation et prospective dans le domaine du développement et de l'aménagement durable;10;
1120;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche et développement dans le domaine de l'aéronautique civile;14;Recherches en amont;01;
